"workclass";"education";"marital_status";"major_ind_code";"occupation";"race";"gender";"full_or_part_emp";"capital_gains";"capital_losses";"state_prev_res";"det_hh_summ";"fam_under_18";"country_self";"year";"income_50k";"YoB"
"private";"bachelors degree(ba ab bs)";"divorced";"medical except hospital";"technicians and related support";"other";"male";"full time schedules";0;0;;"householder";;"united states";95;">50k";47
"local government";"some college but no degree";"married civilian spouse present";"public administration";"precision production craft & repair";"white";"male";"children or armed forces";3137;0;;"householder";;"germany";94;"<=50k";64
"private";"9th grade";"married civilian spouse present";"social services";"other service";"white";"male";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";59
"self employed not incorporated";"high school graduate";"married civilian spouse present";"medical except hospital";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";39
"private";"high school graduate";"never married";"personal services except private hh";"machine operators assmblrs & inspctrs";"black";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";73
"private";"some college but no degree";"never married";"retail trade";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"nonrelative of householder";;"united states";95;"<=50k";75
"private";"9th grade";"widowed";"manufacturing durable goods";"other service";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";31
"private";"some college but no degree";"married civilian spouse present";"medical except hospital";"other service";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";51
"self employed not incorporated";"high school graduate";"married civilian spouse present";"business and repair services";"professional specialty";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";54
"private";"high school graduate";"married civilian spouse present";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";70
"private";"high school graduate";"married civilian spouse present";"utilities and sanitary services";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";64
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"other professional services";"professional specialty";"white";"male";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";64
"private";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";50
"private";"high school graduate";"separated";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"black";"female";"children or armed forces";0;0;;"householder";;"dominican republic";94;"<=50k";45
"self employed not incorporated";"bachelors degree(ba ab bs)";"never married";"finance insurance and real estate";"adm support including clerical";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";33
"private";"high school graduate";"married civilian spouse present";"business and repair services";"handlers equip cleaners etc";"other";"male";"children or armed forces";0;0;;"spouse of householder";;"columbia";94;"<=50k";65
"private";"some college but no degree";"never married";"retail trade";"adm support including clerical";"black";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";74
"private";"some college but no degree";"never married";"manufacturing nondurable goods";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";71
"private";"5th or 6th grade";"never married";"private household services";"adm support including clerical";"white";"female";"unemployed part  time";0;0;;"nonrelative of householder";;"mexico";95;"<=50k";80
"private";"11th grade";"married civilian spouse present";"transportation";"transportation and material moving";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";54
"private";"high school graduate";"divorced";"transportation";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";69
"state government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"public administration";"executive admin and managerial";"white";"male";"full time schedules";7688;0;;"householder";;"united states";95;">50k";50
"state government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"education";"executive admin and managerial";"white";"male";"full time schedules";0;0;;"spouse of householder";;"united states";95;">50k";47
"private";"7th and 8th grade";"separated";"private household services";"private household services";"other";"female";"children or armed forces";0;0;;"nonrelative of householder";;"mexico";94;"<=50k";30
"private";"bachelors degree(ba ab bs)";"never married";"retail trade";"other service";"white";"female";"full time schedules";0;0;;"nonrelative of householder";;"united states";95;"<=50k";69
"private";"high school graduate";"married civilian spouse present";"medical except hospital";"technicians and related support";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";67
"local government";"bachelors degree(ba ab bs)";"married civilian spouse present";"education";"professional specialty";"white";"female";"pt for econ reasons usually pt";0;0;;"spouse of householder";;"united states";95;"<=50k";59
"private";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"finance insurance and real estate";"professional specialty";"white";"male";"children or armed forces";0;0;;"householder";;"canada";94;">50k";43
"private";"10th grade";"never married";"wholesale trade";"other service";"white";"male";"full time schedules";0;0;;"child under 18 never married";"both parents present";"united states";95;"<=50k";79
"self employed not incorporated";"high school graduate";"married civilian spouse present";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";60
"state government";"some college but no degree";"married civilian spouse present";"public administration";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";56
"private";"7th and 8th grade";"married civilian spouse present";"personal services except private hh";"machine operators assmblrs & inspctrs";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";51
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"other";"female";"children or armed forces";0;0;;"other relative of householder";;"ecuador";94;"<=50k";69
"private";"10th grade";"never married";"agriculture";"farming forestry and fishing";"other";"male";"unemployed full time";0;0;;"other relative of householder";;"united states";95;"<=50k";65
"self employed not incorporated";"high school graduate";"married civilian spouse present";"social services";"executive admin and managerial";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";63
"private";"associates degree academic program";"divorced";"business and repair services";"technicians and related support";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";52
"private";"10th grade";"never married";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"portugal";94;"<=50k";69
"private";"9th grade";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";54
"private";"high school graduate";"never married";"retail trade";"sales";"white";"female";"children or armed forces";0;0;"florida";"householder";;"united states";94;"<=50k";71
"private";"11th grade";"never married";"social services";"other service";"white";"female";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";77
"private";"high school graduate";"married a f spouse present";"wholesale trade";"sales";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";58
"local government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"education";"professional specialty";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";50
"local government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"education";"executive admin and managerial";"white";"male";"children or armed forces";0;1902;;"householder";;"united states";94;">50k";48
"local government";"high school graduate";"married civilian spouse present";"hospital services";"other service";"asian or pacific islander";"female";"children or armed forces";0;0;;"householder";;;94;"<=50k";42
"private";"high school graduate";"never married";"retail trade";"transportation and material moving";"black";"male";"full time schedules";0;0;;"nonrelative of householder";;"united states";95;"<=50k";68
"without pay";"bachelors degree(ba ab bs)";"married civilian spouse present";"agriculture";"farming forestry and fishing";"white";"female";"unemployed full time";0;0;;"householder";;"united states";95;"<=50k";62
"private";"high school graduate";"married civilian spouse present";"retail trade";"other service";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";68
"private";"5th or 6th grade";"never married";"private household services";"private household services";"white";"female";"full time schedules";0;0;;"nonrelative of householder";;;95;"<=50k";61
"local government";"12th grade";"never married";"education";"adm support including clerical";"black";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";76
"self employed not incorporated";"associates degree academic program";"divorced";"entertainment";"sales";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";45
"private";"10th grade";"never married";"business and repair services";"machine operators assmblrs & inspctrs";"black";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";64
"private";"some college but no degree";"married civilian spouse present";"manufacturing durable goods";"adm support including clerical";"white";"male";"children or armed forces";0;0;"colorado";"householder";;"united states";94;"<=50k";68
"private";"some college but no degree";"married civilian spouse present";"hospital services";"other service";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";60
"self employed not incorporated";"high school graduate";"married civilian spouse present";"personal services except private hh";"professional specialty";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";56
"private";"some college but no degree";"married civilian spouse present";"manufacturing nondurable goods";"adm support including clerical";"black";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";48
"private";"7th and 8th grade";"never married";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";76
"local government";"high school graduate";"married civilian spouse present";"social services";"other service";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"ecuador";94;"<=50k";49
"private";"some college but no degree";"never married";"hospital services";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"nonrelative of householder";;"united states";95;"<=50k";71
"private";"high school graduate";"never married";"retail trade";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"mexico";94;"<=50k";69
"private";"high school graduate";"widowed";"finance insurance and real estate";"executive admin and managerial";"white";"female";"full time schedules";4650;0;;"householder";;"united states";95;"<=50k";40
"private";"high school graduate";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"pt for econ reasons usually pt";0;0;;"householder";;"nicaragua";95;"<=50k";60
"private";"high school graduate";"never married";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";75
"self employed incorporated";"doctorate degree(phd edd)";"married civilian spouse present";"other professional services";"professional specialty";"white";"female";"pt for non econ reasons usually ft";0;0;;"householder";;"united states";95;">50k";46
"private";"5th or 6th grade";"never married";"retail trade";"other service";"white";"male";"full time schedules";0;0;;"nonrelative of householder";;"mexico";95;"<=50k";67
"private";"some college but no degree";"divorced";"personal services except private hh";"technicians and related support";"white";"female";"children or armed forces";0;0;"alaska";"child 18 or older";;"united states";94;"<=50k";64
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"guatemala";94;"<=50k";40
"private";"high school graduate";"never married";"manufacturing nondurable goods";"transportation and material moving";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";72
"self employed incorporated";"some college but no degree";"married civilian spouse present";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";66
"private";"some college but no degree";"never married";"finance insurance and real estate";"farming forestry and fishing";"white";"male";"not in labor force";0;0;;"child 18 or older";;"united states";95;"<=50k";76
"private";"high school graduate";"married civilian spouse present";"medical except hospital";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";45
"self employed not incorporated";"high school graduate";"never married";"agriculture";"farming forestry and fishing";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";60
"local government";"associates degree occup /vocational";"married civilian spouse present";"education";"professional specialty";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";60
"private";"some college but no degree";"never married";"retail trade";"other service";"white";"male";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";75
"self employed incorporated";"high school graduate";"married civilian spouse present";"business and repair services";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";43
"self employed not incorporated";"bachelors degree(ba ab bs)";"married civilian spouse present";"agriculture";"farming forestry and fishing";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";63
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";52
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"communications";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";46
"private";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";65
"private";"high school graduate";"married civilian spouse present";"retail trade";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";68
"private";"bachelors degree(ba ab bs)";"never married";"finance insurance and real estate";"adm support including clerical";"black";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";69
"private";"high school graduate";"never married";"retail trade";"handlers equip cleaners etc";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";73
"private";"some college but no degree";"never married";"retail trade";"other service";"white";"female";"pt for econ reasons usually pt";0;0;;"nonrelative of householder";;"united states";95;"<=50k";69
"private";"high school graduate";"married civilian spouse present";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";42
"private";"11th grade";"married civilian spouse present";"retail trade";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";73
"private";"12th grade";"never married";"retail trade";"professional specialty";"white";"male";"children or armed forces";0;0;;"child under 18 never married";"mother only present";"united states";94;"<=50k";77
"self employed not incorporated";"bachelors degree(ba ab bs)";"married civilian spouse present";"business and repair services";"technicians and related support";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";57
"state government";"high school graduate";"married civilian spouse present";"public administration";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";41
"private";"9th grade";"never married";"communications";"sales";"white";"male";"not in labor force";0;0;;"child under 18 never married";"both parents present";"united states";95;"<=50k";78
"private";"12th grade";"divorced";"business and repair services";"protective services";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"mexico";94;"<=50k";62
"state government";"some college but no degree";"never married";"public administration";"adm support including clerical";"white";"female";"children or armed forces";0;0;"illinois";"householder";;"united states";94;"<=50k";68
"self employed incorporated";"prof school degree (md dds dvm llb jd)";"married civilian spouse present";"medical except hospital";"professional specialty";"white";"male";"full time schedules";15024;0;;"householder";;"columbia";95;">50k";35
"private";"high school graduate";"never married";"retail trade";"other service";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";76
"private";"7th and 8th grade";"never married";"retail trade";"other service";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"mexico";94;"<=50k";55
"self employed incorporated";"bachelors degree(ba ab bs)";"married civilian spouse present";"manufacturing durable goods";"executive admin and managerial";"white";"male";"full time schedules";7688;0;;"householder";;"united states";95;">50k";56
"private";"high school graduate";"married civilian spouse present";"medical except hospital";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";45
"private";"11th grade";"never married";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"nonrelative of householder";;"united states";94;"<=50k";76
"private";"some college but no degree";"married civilian spouse present";"manufacturing nondurable goods";"precision production craft & repair";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";58
"private";"high school graduate";"married civilian spouse present";"transportation";"transportation and material moving";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;">50k";44
"self employed not incorporated";"doctorate degree(phd edd)";"married civilian spouse present";"other professional services";"professional specialty";"white";"male";"full time schedules";2407;0;;"householder";;"united states";95;"<=50k";63
"state government";"some college but no degree";"married civilian spouse present";"transportation";"executive admin and managerial";"white";"male";"children or armed forces";0;1740;;"householder";;"united states";94;"<=50k";48
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"finance insurance and real estate";"technicians and related support";"white";"male";"full time schedules";7298;0;;"householder";;"united states";95;">50k";67
"private";"high school graduate";"divorced";"retail trade";"adm support including clerical";"white";"female";"full time schedules";0;0;;"child 18 or older";;"mexico";95;"<=50k";52
"private";"high school graduate";"married civilian spouse present";"personal services except private hh";"machine operators assmblrs & inspctrs";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";68
"self employed not incorporated";"some college but no degree";"married civilian spouse present";"social services";"other service";"white";"female";"children or armed forces";0;0;"new york";"spouse of householder";;"united states";94;"<=50k";60
"private";"associates degree academic program";"married civilian spouse present";"manufacturing durable goods";"executive admin and managerial";"white";"male";"full time schedules";3103;0;;"householder";;"united states";95;">50k";50
"private";"some college but no degree";"married civilian spouse present";"retail trade";"sales";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";33
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"other professional services";"professional specialty";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;">50k";48
"private";"10th grade";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";47
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"hospital services";"technicians and related support";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";61
"private";"associates degree academic program";"never married";"business and repair services";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";67
"self employed not incorporated";"some college but no degree";"married civilian spouse present";"agriculture";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";45
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"business and repair services";"sales";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;">50k";62
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"retail trade";"professional specialty";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";65
"private";"some college but no degree";"never married";"personal services except private hh";"other service";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";45
"private";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"adm support including clerical";"asian or pacific islander";"female";"children or armed forces";0;0;;"spouse of householder";;"china";94;"<=50k";62
"private";"high school graduate";"married civilian spouse present";"wholesale trade";"transportation and material moving";"white";"male";"full time schedules";0;0;;"other relative of householder";;"united states";95;"<=50k";61
"private";"associates degree occup /vocational";"never married";"personal services except private hh";"other service";"white";"male";"full time schedules";0;0;;"child 18 or older";;"mexico";95;"<=50k";74
"private";"12th grade";"never married";"transportation";"precision production craft & repair";"white";"male";"pt for non econ reasons usually ft";0;0;;"child 18 or older";;"united states";95;"<=50k";67
"private";"some college but no degree";"never married";"business and repair services";"adm support including clerical";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";75
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"spouse of householder";;;95;"<=50k";62
"private";"associates degree occup /vocational";"divorced";"transportation";"technicians and related support";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";72
"private";"high school graduate";"married civilian spouse present";"hospital services";"technicians and related support";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";49
"self employed not incorporated";"10th grade";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";42
"private";"high school graduate";"married civilian spouse present";"wholesale trade";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";66
"private";"9th grade";"married civilian spouse present";"business and repair services";"transportation and material moving";"white";"male";"full time schedules";0;0;;"householder";;"el salvador";95;"<=50k";66
"private";"10th grade";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"spouse of householder";;"dominican republic";94;"<=50k";62
"private";"10th grade";"married civilian spouse present";"retail trade";"other service";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";58
"private";"11th grade";"widowed";"retail trade";"other service";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";27
"private";"11th grade";"never married";"retail trade";"other service";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";74
"private";"associates degree occup /vocational";"divorced";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";62
"local government";"high school graduate";"married civilian spouse present";"education";"other service";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";19
"self employed not incorporated";"5th or 6th grade";"widowed";"retail trade";"sales";"white";"female";"full time schedules";401;0;;"householder";;"united states";95;"<=50k";17
"private";"some college but no degree";"never married";"social services";"professional specialty";"asian or pacific islander";"male";"children or armed forces";0;0;"abroad";"nonrelative of householder";;;94;"<=50k";71
"private";"11th grade";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";69
"local government";"some college but no degree";"married civilian spouse present";"public administration";"protective services";"other";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";59
"self employed incorporated";"masters degree(ma ms meng med msw mba)";"married spouse absent";"wholesale trade";"sales";"asian or pacific islander";"male";"children or armed forces";0;0;;"householder";;"india";94;"<=50k";46
"private";"bachelors degree(ba ab bs)";"never married";"entertainment";"professional specialty";"black";"female";"full time schedules";3325;0;;"nonrelative of householder";;"united states";95;"<=50k";70
"federal government";"some college but no degree";"never married";"public administration";"technicians and related support";"white";"female";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";75
"private";"11th grade";"never married";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"child under 18 never married";"both parents present";"united states";95;"<=50k";78
"private";"10th grade";"never married";"retail trade";"other service";"white";"female";"children or armed forces";0;0;;"child under 18 never married";"father only present";"united states";94;"<=50k";77
"private";"high school graduate";"never married";"business and repair services";"precision production craft & repair";"white";"male";"unemployed full time";0;0;;"householder";;"united states";95;"<=50k";72
"private";"7th and 8th grade";"divorced";"medical except hospital";"executive admin and managerial";"black";"female";"full time schedules";0;0;;"householder";;"dominican republic";95;"<=50k";49
"private";"some college but no degree";"never married";"education";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";73
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"retail trade";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";63
"private";"11th grade";"separated";"retail trade";"other service";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";59
"state government";"10th grade";"never married";"medical except hospital";"other service";"black";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";50
"self employed not incorporated";"some college but no degree";"married civilian spouse present";"construction";"executive admin and managerial";"asian or pacific islander";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";53
"private";"high school graduate";"never married";"retail trade";"handlers equip cleaners etc";"white";"male";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";49
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"business and repair services";"sales";"white";"female";"pt for non econ reasons usually ft";0;0;;"spouse of householder";;"united states";95;"<=50k";49
"private";"7th and 8th grade";"separated";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"black";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";52
"private";"some college but no degree";"married civilian spouse present";"medical except hospital";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";59
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"other professional services";"professional specialty";"white";"male";"full time schedules";5178;0;;"householder";;;95;">50k";59
"private";"high school graduate";"married civilian spouse present";"retail trade";"sales";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";36
"private";"doctorate degree(phd edd)";"married civilian spouse present";"manufacturing durable goods";"professional specialty";"white";"male";"children or armed forces";0;0;;"spouse of householder";;"united states";94;">50k";43
"private";"some college but no degree";"never married";"retail trade";"handlers equip cleaners etc";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";74
"private";"associates degree occup /vocational";"married civilian spouse present";"manufacturing durable goods";"handlers equip cleaners etc";"white";"male";"children or armed forces";0;0;;"householder";;"greece";94;"<=50k";43
"local government";"associates degree occup /vocational";"divorced";"hospital services";"other service";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";44
"private";"11th grade";"divorced";"construction";"handlers equip cleaners etc";"white";"male";"children or armed forces";0;0;;"nonrelative of householder";;"united states";94;"<=50k";60
"private";"high school graduate";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";50
"local government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"education";"professional specialty";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";47
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"finance insurance and real estate";"professional specialty";"white";"female";"children or armed forces";0;0;"florida";"spouse of householder";;"united states";94;"<=50k";58
"private";"high school graduate";"never married";"wholesale trade";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";76
"private";"some college but no degree";"divorced";"construction";"precision production craft & repair";"white";"male";"pt for econ reasons usually ft";0;0;;"householder";;"united states";95;"<=50k";39
"local government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"education";"professional specialty";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";43
"self employed not incorporated";"some college but no degree";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";62
"state government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"hospital services";"other service";"black";"male";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";48
"self employed incorporated";"high school graduate";"married civilian spouse present";"transportation";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";29
"private";"associates degree academic program";"never married";"manufacturing nondurable goods";"adm support including clerical";"black";"female";"full time schedules";6849;0;;"nonrelative of householder";;"united states";95;"<=50k";43
"private";"high school graduate";"divorced";"manufacturing durable goods";"handlers equip cleaners etc";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";54
"private";"high school graduate";"divorced";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"dominican republic";94;"<=50k";44
"private";"associates degree occup /vocational";"never married";"business and repair services";"adm support including clerical";"black";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";63
"private";"some college but no degree";"married civilian spouse present";"communications";"sales";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";60
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"female";"full time schedules";7298;0;;"householder";;"united states";95;"<=50k";48
"private";"high school graduate";"never married";"construction";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";50
"private";"11th grade";"married civilian spouse present";"personal services except private hh";"other service";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";47
"private";"some college but no degree";"never married";"wholesale trade";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";65
"private";"bachelors degree(ba ab bs)";"never married";"other professional services";"professional specialty";"black";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";62
"private";"some college but no degree";"never married";"retail trade";"other service";"white";"female";"children or armed forces";0;0;"north carolina";"child 18 or older";;"united states";94;"<=50k";74
"private";"10th grade";"married civilian spouse present";"construction";"handlers equip cleaners etc";"white";"male";"children or armed forces";0;0;"utah";"householder";;"mexico";94;"<=50k";66
"private";"1st 2nd 3rd or 4th grade";"married civilian spouse present";"manufacturing nondurable goods";"handlers equip cleaners etc";"white";"male";"children or armed forces";0;0;;"householder";;"mexico";94;"<=50k";32
