age;workclass;education;marital_status;occupation;relationship;race;gender;capital_gains;capital_losses;hours_per_week;country_self;income_50k
52;private;associates degree academic program;married civilian spouse present;sales;husband;white;male;3103;0;48;united states;>50k
33;private;5th or 6th grade;married civilian spouse present;farming forestry and fishing;husband;asian or pacific islander;male;0;0;40;philippines;<=50k
50;private;bachelors degree(ba ab bs);divorced;executive admin and managerial;unmarried;white;male;0;0;45;united states;>50k
51;private;associates degree occup /vocational;married civilian spouse present;technicians and related support;husband;white;male;7298;0;40;united states;>50k
41;private;high school graduate;never married;machine operators assmblrs & inspctrs;not in family;white;male;0;0;40;united states;<=50k
35;private;bachelors degree(ba ab bs);married civilian spouse present;sales;wife;white;female;0;0;30;united states;>50k
34;private;some college but no degree;married civilian spouse present;executive admin and managerial;husband;white;male;7298;0;40;united states;>50k
28;private;bachelors degree(ba ab bs);never married;professional specialty;not in family;white;male;0;0;45;united states;<=50k
31;self employed incorporated;associates degree occup /vocational;divorced;sales;not in family;white;male;0;0;40;united states;<=50k
22;private;high school graduate;never married;handlers equip cleaners etc;own child;white;male;0;0;40;united states;<=50k
65;private;high school graduate;married civilian spouse present;sales;husband;white;male;9386;0;40;united states;>50k
39;self employed not incorporated;high school graduate;married civilian spouse present;sales;husband;white;male;0;0;50;united states;>50k
23;private;some college but no degree;never married;technicians and related support;own child;white;male;0;0;40;united states;<=50k
29;self employed not incorporated;associates degree academic program;married civilian spouse present;sales;husband;white;male;0;0;50;united states;<=50k
57;self employed not incorporated;10th grade;divorced;executive admin and managerial;own child;white;male;0;0;60;united states;>50k
47;private;some college but no degree;widowed;other service;not in family;white;female;0;0;35;united states;<=50k
51;local government;high school graduate;married civilian spouse present;transportation and material moving;husband;black;male;0;0;60;united states;<=50k
34;private;high school graduate;married civilian spouse present;handlers equip cleaners etc;husband;black;male;0;0;40;united states;<=50k
52;private;high school graduate;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;60;united states;>50k
29;private;high school graduate;married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;>50k
29;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
25;local government;some college but no degree;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;40;united states;<=50k
21;private;some college but no degree;never married;other service;not in family;white;female;0;0;40;united states;<=50k
38;private;bachelors degree(ba ab bs);married spouse absent;professional specialty;not in family;white;female;0;0;40;united states;<=50k
55;self employed not incorporated;high school graduate;married civilian spouse present;sales;husband;white;male;0;0;50;united states;>50k
61;self employed incorporated;bachelors degree(ba ab bs);separated;sales;not in family;white;female;0;0;30;united states;<=50k
34;private;associates degree academic program;never married;adm support including clerical;not in family;asian or pacific islander;female;8614;0;60;united states;>50k
41;private;bachelors degree(ba ab bs);married civilian spouse present;adm support including clerical;husband;white;male;0;0;40;united states;<=50k
27;local government;associates degree occup /vocational;never married;adm support including clerical;own child;white;male;0;0;43;united states;<=50k
78;self employed not incorporated;bachelors degree(ba ab bs);never married;executive admin and managerial;not in family;white;male;99999;0;20;united states;>50k
40;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;0;40;united states;>50k
26;self employed not incorporated;7th and 8th grade;married civilian spouse present;transportation and material moving;husband;white;male;0;0;75;united states;<=50k
43;private;high school graduate;married civilian spouse present;other service;husband;asian or pacific islander;male;0;0;60;japan;<=50k
25;private;associates degree occup /vocational;married civilian spouse present;technicians and related support;husband;white;male;0;0;40;mexico;<=50k
26;self employed not incorporated;some college but no degree;never married;other service;not in family;white;female;0;0;48;united states;<=50k
43;self employed incorporated;high school graduate;married civilian spouse present;sales;husband;white;male;0;0;68;united states;>50k
25;private;some college but no degree;never married;other service;own child;white;male;0;0;40;poland;<=50k
22;private;some college but no degree;never married;adm support including clerical;other relative;black;female;0;0;30;jamaica;<=50k
52;self employed not incorporated;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;55;united states;>50k
61;private;high school graduate;married civilian spouse present;adm support including clerical;wife;white;female;2414;0;5;united states;<=50k
42;private;bachelors degree(ba ab bs);never married;sales;unmarried;white;male;0;0;40;united states;<=50k
21;private;associates degree occup /vocational;never married;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
44;private;high school graduate;married civilian spouse present;transportation and material moving;husband;amer indian aleut or eskimo;male;0;0;40;united states;<=50k
65;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;2290;0;40;greece;<=50k
33;federal government;associates degree academic program;divorced;other service;unmarried;white;male;0;0;40;united states;<=50k
22;private;10th grade;never married;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
43;private;high school graduate;divorced;machine operators assmblrs & inspctrs;not in family;white;female;0;0;24;united states;<=50k
45;self employed incorporated;high school graduate;divorced;executive admin and managerial;not in family;white;male;0;0;42;united states;<=50k
42;private;high school graduate;divorced;sales;not in family;white;female;0;0;42;united states;<=50k
37;private;high school graduate;married spouse absent;farming forestry and fishing;unmarried;other;male;0;0;40;mexico;<=50k
56;private;9th grade;divorced;precision production craft & repair;not in family;white;male;0;0;40;united states;<=50k
40;private;associates degree academic program;divorced;adm support including clerical;unmarried;black;female;0;0;32;united states;<=50k
31;private;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;0;0;55;united states;<=50k
26;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;<=50k
26;state government;bachelors degree(ba ab bs);never married;professional specialty;own child;white;male;0;0;40;united states;<=50k
42;self employed incorporated;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;70;united states;<=50k
45;self employed not incorporated;high school graduate;married civilian spouse present;executive admin and managerial;husband;asian or pacific islander;male;0;0;40;china;<=50k
47;local government;some college but no degree;married civilian spouse present;professional specialty;husband;black;male;7688;0;50;united states;>50k
22;private;some college but no degree;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;40;mexico;<=50k
33;private;bachelors degree(ba ab bs);never married;executive admin and managerial;own child;white;male;0;0;40;united states;<=50k
37;private;high school graduate;never married;transportation and material moving;not in family;black;male;0;0;50;united states;<=50k
48;self employed not incorporated;high school graduate;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;98;united states;<=50k
57;self employed not incorporated;10th grade;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;8;united states;<=50k
47;private;some college but no degree;divorced;adm support including clerical;not in family;white;female;0;0;60;united states;<=50k
58;local government;9th grade;married civilian spouse present;transportation and material moving;husband;white;male;0;0;40;united states;<=50k
55;private;11th grade;widowed;adm support including clerical;unmarried;white;female;0;0;40;united states;<=50k
52;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;55;united states;<=50k
29;private;bachelors degree(ba ab bs);never married;professional specialty;not in family;white;male;0;0;40;united states;<=50k
42;private;masters degree(ma ms meng med msw mba);never married;professional specialty;not in family;white;female;0;0;40;united states;<=50k
23;private;high school graduate;divorced;precision production craft & repair;not in family;white;male;0;0;60;united states;<=50k
23;private;12th grade;never married;other service;not in family;white;female;0;0;30;united states;<=50k
46;self employed not incorporated;associates degree occup /vocational;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;60;united states;<=50k
30;private;some college but no degree;never married;machine operators assmblrs & inspctrs;not in family;white;male;0;0;40;united states;<=50k
43;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;wife;white;female;0;1887;70;united states;>50k
25;private;some college but no degree;never married;adm support including clerical;own child;white;female;0;0;30;united states;<=50k
32;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;0;80;united states;>50k
56;private;9th grade;married civilian spouse present;transportation and material moving;husband;black;male;0;0;40;united states;<=50k
33;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;0;43;united states;<=50k
19;state government;some college but no degree;never married;adm support including clerical;own child;white;male;0;0;10;united states;<=50k
20;private;some college but no degree;never married;sales;own child;white;female;0;0;18;united states;<=50k
34;private;some college but no degree;married civilian spouse present;adm support including clerical;husband;white;male;0;0;40;united states;<=50k
34;private;9th grade;divorced;other service;unmarried;white;female;0;0;40;united states;<=50k
55;self employed not incorporated;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
55;private;9th grade;married civilian spouse present;technicians and related support;wife;white;female;0;0;23;united states;<=50k
31;private;some college but no degree;never married;sales;not in family;white;male;0;0;45;united states;<=50k
30;private;high school graduate;divorced;other service;unmarried;white;female;0;0;40;united states;<=50k
31;private;high school graduate;divorced;other service;unmarried;white;male;0;0;40;united states;<=50k
51;private;high school graduate;separated;machine operators assmblrs & inspctrs;not in family;white;male;0;1876;40;united states;<=50k
59;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
58;private;high school graduate;divorced;adm support including clerical;unmarried;black;female;0;0;36;united states;<=50k
40;private;9th grade;married civilian spouse present;handlers equip cleaners etc;husband;white;male;0;0;40;united states;<=50k
54;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;black;male;0;0;40;united states;<=50k
25;local government;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;1977;40;united states;>50k
18;self employed incorporated;11th grade;never married;farming forestry and fishing;own child;white;male;0;0;30;united states;<=50k
41;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
57;private;10th grade;widowed;other service;unmarried;white;female;0;0;40;united states;<=50k
37;private;high school graduate;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
46;private;high school graduate;never married;other service;unmarried;white;female;0;0;24;united states;<=50k
39;private;high school graduate;never married;other service;own child;white;female;0;0;38;united states;<=50k
19;private;high school graduate;never married;precision production craft & repair;not in family;white;female;0;0;40;united states;<=50k
41;private;associates degree academic program;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;40;united states;<=50k
54;private;high school graduate;never married;adm support including clerical;not in family;white;male;0;0;41;united states;<=50k
39;private;masters degree(ma ms meng med msw mba);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
41;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
26;private;prof school degree (md dds dvm llb jd);never married;professional specialty;not in family;white;female;0;0;30;united states;<=50k
57;self employed incorporated;high school graduate;married civilian spouse present;adm support including clerical;husband;white;male;0;0;50;united states;<=50k
33;local government;some college but no degree;married civilian spouse present;protective services;husband;white;male;0;0;40;united states;>50k
56;private;some college but no degree;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
60;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;40;united states;<=50k
22;private;high school graduate;never married;transportation and material moving;not in family;white;male;0;0;70;united states;<=50k
58;private;12th grade;married civilian spouse present;transportation and material moving;other relative;white;male;0;0;40;united states;<=50k
48;federal government;masters degree(ma ms meng med msw mba);married spouse absent;executive admin and managerial;not in family;white;female;10520;0;50;united states;>50k
45;local government;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;7688;0;55;united states;>50k
18;private;high school graduate;never married;sales;own child;asian or pacific islander;female;0;0;40;united states;<=50k
56;private;high school graduate;widowed;other service;unmarried;white;female;0;0;40;united states;<=50k
48;self employed incorporated;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;60;united states;>50k
40;private;bachelors degree(ba ab bs);never married;technicians and related support;not in family;asian or pacific islander;female;0;2258;48;philippines;<=50k
38;private;high school graduate;divorced;other service;not in family;white;male;0;0;32;united states;<=50k
58;private;some college but no degree;divorced;adm support including clerical;unmarried;white;female;0;0;40;united states;<=50k
23;private;some college but no degree;never married;executive admin and managerial;own child;white;male;0;0;50;united states;<=50k
51;private;bachelors degree(ba ab bs);divorced;professional specialty;not in family;white;male;0;0;45;united states;<=50k
44;private;high school graduate;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;70;united states;<=50k
46;federal government;some college but no degree;divorced;technicians and related support;not in family;white;male;0;0;40;united states;<=50k
64;state government;bachelors degree(ba ab bs);married civilian spouse present;adm support including clerical;husband;white;male;0;0;40;united states;<=50k
32;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;black;male;0;0;40;england;>50k
31;private;some college but no degree;married civilian spouse present;adm support including clerical;husband;white;male;0;0;40;united states;<=50k
36;private;associates degree occup /vocational;married civilian spouse present;sales;husband;white;male;0;0;50;united states;>50k
21;private;high school graduate;never married;other service;not in family;white;female;0;0;50;united states;<=50k
30;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
31;private;associates degree occup /vocational;never married;other service;not in family;black;female;0;0;40;united states;<=50k
54;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;2051;50;united states;<=50k
59;local government;9th grade;married civilian spouse present;other service;husband;white;male;0;0;40;united states;<=50k
28;local government;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;wife;white;female;0;0;20;united states;>50k
57;private;high school graduate;divorced;adm support including clerical;unmarried;white;female;0;0;40;united states;<=50k
44;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;45;united states;<=50k
53;self employed incorporated;some college but no degree;divorced;executive admin and managerial;not in family;white;male;0;0;60;united states;<=50k
58;self employed not incorporated;some college but no degree;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;60;united states;>50k
19;private;some college but no degree;never married;other service;own child;white;female;0;0;20;united states;<=50k
39;self employed incorporated;associates degree academic program;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;50;united states;>50k
31;self employed incorporated;some college but no degree;married civilian spouse present;executive admin and managerial;wife;asian or pacific islander;female;0;0;70;south;<=50k
27;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
46;local government;9th grade;separated;other service;unmarried;black;female;0;0;40;united states;<=50k
37;self employed not incorporated;masters degree(ma ms meng med msw mba);never married;executive admin and managerial;not in family;white;male;0;0;40;united states;<=50k
27;private;bachelors degree(ba ab bs);never married;sales;not in family;black;female;0;0;40;united states;<=50k
33;private;some college but no degree;never married;transportation and material moving;not in family;white;male;0;0;55;united states;<=50k
20;private;some college but no degree;never married;other service;own child;white;male;0;0;16;united states;<=50k
55;private;high school graduate;divorced;precision production craft & repair;not in family;white;male;0;0;45;united states;<=50k
39;private;associates degree academic program;never married;sales;not in family;white;female;0;0;40;united states;<=50k
41;private;high school graduate;never married;other service;not in family;white;female;0;0;40;united states;<=50k
30;private;bachelors degree(ba ab bs);never married;professional specialty;not in family;white;female;0;0;40;united states;<=50k
39;self employed incorporated;bachelors degree(ba ab bs);married spouse absent;sales;not in family;white;male;0;0;40;united states;<=50k
28;private;high school graduate;separated;executive admin and managerial;unmarried;white;female;0;0;50;united states;<=50k
25;private;some college but no degree;never married;sales;own child;white;male;0;0;24;united states;<=50k
31;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;50;united states;<=50k
51;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;0;60;united states;<=50k
24;private;bachelors degree(ba ab bs);never married;adm support including clerical;own child;white;male;0;0;40;united states;<=50k
70;private;high school graduate;divorced;protective services;not in family;white;female;0;0;32;united states;<=50k
23;private;some college but no degree;never married;adm support including clerical;own child;white;male;0;0;40;united states;<=50k
61;private;high school graduate;widowed;executive admin and managerial;not in family;white;female;0;0;40;united states;<=50k
45;self employed not incorporated;7th and 8th grade;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;55;united states;>50k
47;private;high school graduate;married civilian spouse present;handlers equip cleaners etc;husband;white;male;4064;0;60;united states;<=50k
56;private;some college but no degree;divorced;other service;not in family;white;female;0;0;50;united states;<=50k
79;private;doctorate degree(phd edd);married civilian spouse present;professional specialty;husband;white;male;20051;0;35;el salvador;>50k
20;private;some college but no degree;never married;adm support including clerical;own child;white;female;0;0;15;united states;<=50k
30;private;high school graduate;never married;precision production craft & repair;unmarried;asian or pacific islander;male;0;0;40;vietnam;<=50k
40;private;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;0;0;40;united states;>50k
58;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
71;self employed not incorporated;prof school degree (md dds dvm llb jd);married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;2;united states;<=50k
50;private;prof school degree (md dds dvm llb jd);married civilian spouse present;professional specialty;husband;white;male;0;0;60;united states;>50k
29;local government;some college but no degree;never married;executive admin and managerial;not in family;white;male;0;0;40;iran;<=50k
33;private;10th grade;separated;other service;unmarried;white;female;3418;0;35;united states;<=50k
60;state government;high school graduate;married civilian spouse present;protective services;husband;amer indian aleut or eskimo;male;0;0;40;united states;>50k
33;private;associates degree academic program;never married;adm support including clerical;not in family;white;male;0;0;50;united states;<=50k
33;private;10th grade;never married;handlers equip cleaners etc;unmarried;black;male;0;0;40;united states;<=50k
33;private;high school graduate;married civilian spouse present;adm support including clerical;wife;white;female;0;0;52;united states;<=50k
32;state government;high school graduate;married civilian spouse present;protective services;husband;white;male;0;0;45;united states;<=50k
21;private;some college but no degree;never married;other service;own child;white;female;0;0;9;united states;<=50k
38;private;high school graduate;married civilian spouse present;professional specialty;wife;white;female;0;0;40;united states;<=50k
38;private;some college but no degree;married civilian spouse present;adm support including clerical;wife;white;female;0;0;35;united states;>50k
39;state government;some college but no degree;separated;executive admin and managerial;unmarried;black;female;0;0;30;united states;<=50k
17;private;11th grade;never married;sales;own child;white;female;0;0;15;united states;<=50k
21;private;some college but no degree;married civilian spouse present;adm support including clerical;husband;white;male;0;0;40;united states;<=50k
42;private;some college but no degree;married civilian spouse present;technicians and related support;husband;white;male;0;0;20;united states;>50k
42;private;high school graduate;married civilian spouse present;executive admin and managerial;wife;white;female;0;0;40;united states;>50k
36;private;11th grade;divorced;other service;not in family;white;female;0;0;40;united states;<=50k
32;private;some college but no degree;divorced;executive admin and managerial;not in family;white;female;0;0;50;united states;>50k
37;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;>50k
28;private;bachelors degree(ba ab bs);never married;sales;not in family;white;male;0;0;40;united states;<=50k
37;private;associates degree occup /vocational;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
50;private;high school graduate;separated;professional specialty;unmarried;other;female;0;0;60;puerto rico;<=50k
49;private;11th grade;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
40;private;masters degree(ma ms meng med msw mba);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
40;private;some college but no degree;married civilian spouse present;other service;husband;white;male;0;0;40;united states;<=50k
49;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
35;federal government;masters degree(ma ms meng med msw mba);never married;executive admin and managerial;not in family;white;male;8614;0;40;united states;>50k
33;local government;high school graduate;divorced;protective services;unmarried;white;male;0;0;40;united states;<=50k
24;private;high school graduate;never married;precision production craft & repair;not in family;white;male;0;0;40;united states;<=50k
41;private;masters degree(ma ms meng med msw mba);never married;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
43;private;some college but no degree;married civilian spouse present;technicians and related support;husband;black;male;0;0;40;jamaica;>50k
36;self employed not incorporated;high school graduate;married civilian spouse present;farming forestry and fishing;husband;white;male;0;1902;60;united states;>50k
84;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;20;united states;<=50k
23;private;high school graduate;never married;sales;own child;white;male;0;0;40;united states;<=50k
41;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;0;0;50;united states;>50k
55;self employed incorporated;high school graduate;married civilian spouse present;executive admin and managerial;husband;white;male;0;1977;45;united states;>50k
30;self employed not incorporated;some college but no degree;never married;precision production craft & repair;not in family;white;male;0;0;45;united states;<=50k
46;private;associates degree academic program;married civilian spouse present;adm support including clerical;husband;asian or pacific islander;male;0;0;40;india;<=50k
55;private;some college but no degree;married civilian spouse present;executive admin and managerial;husband;white;male;0;1902;40;united states;>50k
34;private;some college but no degree;never married;adm support including clerical;not in family;white;male;0;0;40;united states;<=50k
54;self employed not incorporated;masters degree(ma ms meng med msw mba);divorced;sales;not in family;white;male;0;0;60;united states;<=50k
27;private;some college but no degree;never married;adm support including clerical;own child;black;male;0;0;40;united states;<=50k
52;local government;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;wife;white;female;0;0;40;united states;>50k
36;private;some college but no degree;married civilian spouse present;adm support including clerical;wife;black;female;99999;0;40;united states;>50k
25;self employed not incorporated;high school graduate;never married;professional specialty;not in family;white;male;0;0;40;united states;<=50k
52;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;55;united states;>50k
24;private;high school graduate;divorced;executive admin and managerial;not in family;amer indian aleut or eskimo;female;0;0;50;united states;<=50k
36;private;high school graduate;never married;adm support including clerical;not in family;black;female;0;0;40;united states;<=50k
31;private;high school graduate;married civilian spouse present;handlers equip cleaners etc;husband;white;male;0;0;40;united states;<=50k
90;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;husband;white;male;10566;0;50;united states;<=50k
67;private;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;20051;0;60;united states;>50k
22;self employed incorporated;7th and 8th grade;married civilian spouse present;precision production craft & repair;husband;white;male;2580;0;40;united states;<=50k
47;private;some college but no degree;divorced;adm support including clerical;not in family;white;female;0;0;35;united states;<=50k
32;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;1887;55;united states;>50k
55;self employed not incorporated;7th and 8th grade;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;50;united states;<=50k
32;private;high school graduate;never married;handlers equip cleaners etc;not in family;white;female;0;0;35;united states;<=50k
48;private;some college but no degree;separated;adm support including clerical;other relative;black;female;0;0;40;united states;<=50k
21;private;high school graduate;married civilian spouse present;sales;husband;other;male;0;0;35;united states;<=50k
33;private;associates degree academic program;married spouse absent;professional specialty;own child;white;female;0;0;40;united states;<=50k
47;private;associates degree occup /vocational;never married;professional specialty;not in family;white;female;0;0;40;united states;<=50k
18;private;11th grade;never married;other service;own child;white;female;0;0;24;united states;<=50k
44;self employed incorporated;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;60;united states;>50k
23;private;some college but no degree;never married;precision production craft & repair;own child;white;male;0;0;37;mexico;<=50k
18;private;10th grade;never married;sales;own child;white;female;0;0;35;united states;<=50k
56;private;high school graduate;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;50;united states;<=50k
24;private;bachelors degree(ba ab bs);never married;adm support including clerical;own child;white;male;0;0;35;united states;<=50k
43;private;bachelors degree(ba ab bs);married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
23;private;bachelors degree(ba ab bs);never married;sales;own child;white;female;0;0;60;united states;<=50k
26;private;some college but no degree;never married;sales;own child;white;male;0;0;42;united states;<=50k
42;private;high school graduate;widowed;sales;unmarried;white;male;0;0;40;united states;<=50k
23;private;high school graduate;never married;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
53;self employed not incorporated;10th grade;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
51;private;high school graduate;married civilian spouse present;executive admin and managerial;husband;white;male;4386;0;55;united states;>50k
40;private;high school graduate;never married;other service;own child;white;male;0;0;25;united states;<=50k
27;private;bachelors degree(ba ab bs);never married;professional specialty;not in family;white;male;0;0;50;united states;<=50k
24;local government;some college but no degree;separated;protective services;not in family;white;male;0;0;60;united states;<=50k
42;private;high school graduate;divorced;precision production craft & repair;other relative;white;female;0;0;40;united states;<=50k
41;private;high school graduate;separated;adm support including clerical;unmarried;white;female;0;0;40;united states;<=50k
23;private;some college but no degree;never married;handlers equip cleaners etc;own child;white;male;0;0;10;united states;<=50k
42;self employed not incorporated;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;0;0;65;united states;<=50k
38;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
63;self employed not incorporated;7th and 8th grade;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;30;united states;<=50k
31;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
18;self employed not incorporated;11th grade;never married;other service;own child;white;female;0;0;4;united states;<=50k
21;private;some college but no degree;never married;other service;own child;white;male;0;0;30;united states;<=50k
24;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;other relative;asian or pacific islander;female;0;0;40;philippines;<=50k
55;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
20;private;9th grade;never married;adm support including clerical;unmarried;black;female;114;0;20;united states;<=50k
31;private;some college but no degree;divorced;sales;own child;white;female;0;0;30;united states;<=50k
23;private;some college but no degree;never married;adm support including clerical;own child;white;female;0;0;20;united states;<=50k
35;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;mexico;<=50k
51;self employed not incorporated;some college but no degree;married civilian spouse present;sales;husband;white;male;0;0;60;united states;<=50k
19;private;some college but no degree;never married;protective services;own child;white;female;0;0;30;united states;<=50k
38;local government;high school graduate;divorced;protective services;not in family;white;male;0;0;56;united states;<=50k
52;local government;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;2051;40;united states;<=50k
70;self employed not incorporated;prof school degree (md dds dvm llb jd);married civilian spouse present;professional specialty;husband;white;male;0;0;25;united states;<=50k
53;private;10th grade;divorced;precision production craft & repair;not in family;white;male;0;0;40;united states;<=50k
59;private;doctorate degree(phd edd);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
39;private;some college but no degree;married civilian spouse present;transportation and material moving;husband;white;male;0;0;43;united states;<=50k
18;private;12th grade;never married;sales;own child;white;female;0;0;20;united states;<=50k
24;private;some college but no degree;divorced;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
25;private;high school graduate;never married;adm support including clerical;not in family;white;female;0;0;38;united states;<=50k
32;private;some college but no degree;never married;executive admin and managerial;not in family;black;male;0;0;40;jamaica;<=50k
34;self employed not incorporated;high school graduate;married civilian spouse present;sales;husband;white;male;0;1902;60;united states;>50k
35;private;high school graduate;never married;sales;not in family;white;female;0;0;40;united states;<=50k
50;private;high school graduate;married civilian spouse present;adm support including clerical;husband;white;male;7298;0;45;united states;>50k
18;private;high school graduate;never married;sales;own child;white;male;0;0;20;united states;<=50k
37;private;high school graduate;never married;adm support including clerical;not in family;white;male;0;0;42;united states;<=50k
30;private;some college but no degree;never married;other service;unmarried;white;female;0;0;36;united states;<=50k
40;self employed incorporated;masters degree(ma ms meng med msw mba);married civilian spouse present;executive admin and managerial;wife;white;female;15024;0;30;iran;>50k
22;private;high school graduate;never married;professional specialty;not in family;white;female;0;0;40;united states;<=50k
50;local government;some college but no degree;separated;other service;unmarried;black;female;0;0;28;united states;<=50k
70;private;high school graduate;divorced;other service;not in family;white;female;0;0;23;united states;<=50k
43;private;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;>50k
77;self employed not incorporated;some college but no degree;never married;precision production craft & repair;not in family;white;male;0;0;40;united states;<=50k
30;self employed not incorporated;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
33;private;some college but no degree;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;39;united states;<=50k
51;private;some college but no degree;married civilian spouse present;sales;husband;white;male;0;1902;50;united states;>50k
58;state government;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;0;1977;50;united states;>50k
